Sr.no|title|content|author|image url|news url|label 
94|Fact Check: Netizens fight over this stunning waterfall. Here’s the truth|A small clipping of a beautiful waterfall is being widely shared on social media with the claim that it is the Bhedaghat waterfall in Jabalpur district of Madhya Pradesh.|Fact Check Bureau India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/jog_falls_karnataka.jpeg?gADwzSEkEuU0GRtmTG144VqfgQazQclW&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-netizens-fight-over-this-stunning-waterfall-here-s-the-truth-1704659-2020-07-26|1
95|Fact Check: Truth behind video showing two men being thrashed in an office chamber|A misleading video has gone viral on social media with the claim that a complainant was being beaten up in front of the district magistrate in Haryana and no action was taken.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/Annotation_2020-07-25_232558.jpeg?dTLyJg2gIB6k707qE.ER66s5fyONsv9q&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-truth-behind-video-showing-two-men-being-thrashed-in-an-office-chamber-1704438-2020-07-25|0
96|Fact Check: IAF did not conduct airstrike in Nepal, nor was its jet shot down|Misleading images on social media claim to show an Indian fighter jet shot down by Nepal after it crossed over into Nepalese territory to conduct an airstrike.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/india_airstrike_nepal.jpeg?_V0q312zktFYzIxvZSpxlb0BVEqmCH8b&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-iaf-did-not-conduct-airstrike-in-nepal-nor-was-its-jet-shot-down-1704426-2020-07-25|1
97|Fact Check: Story of the eagle that ‘refuses’ to leave a Krishna temple|A video of a Krishna eagle resting on a Garuda statue in a Krishna temple in Kerala is going viral on social media.|Fact Check Bureau India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/eagle.jpeg?GZPyjljD5tclFcBX_xXt.QGv6IkUppQc&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-story-of-the-eagle-that-refuses-to-leave-a-krishna-temple-1704422-2020-07-25|0
98|Fact Check: Image of Muslim youths studying Hindu holy books takes a communal turn|A picture of Islamic scholars reading Hindu scriptures has gone viral on social media with a misleading communal claim. India Today's AFWA finds the truth.|Fact Check Bureau India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/110249304_153715642967599_2708.jpeg?XDoAyu_9bxZ31uMvIMy93wF0r98kS4Hc&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-image-of-muslim-youths-studying-hindu-holy-books-takes-a-communal-turn-1704416-2020-07-25|1
99|Fact Check: This picture of Trump kissing convicted sex offender Epstein is doctored|A sensational image of American President Donald Trump kissing convicted sex offender Jeffrey Epstein is doing the rounds on social media.|Jyoti Dwivedi India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/thumbnail_cover_image_0.jpeg?cZ4eRgfQe5TWlifg3W22KHCasLVVro9J&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-this-picture-of-trump-kissing-convicted-sex-offender-epstein-is-doctored-1703807-2020-07-24|1
100|Fact Check: NASA did not introduce a 13th zodiac sign|"A message circulating on Facebook claims that United States space agency NASA has added a 13th zodiac sign called ""Ophiuchus""."|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/planet_parade_0_0.jpeg?eIerCzojjzcMwY9nXC6fa9vvWN6yBccM&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-nasa-did-not-introduce-a-13th-zodiac-sign-1703736-2020-07-23|1
101|Fact Check: Rumours of organ trade under the garb of Covid-19 go viral|Some sensational social media posts claim that certain hospitals in Mumbai running organ trafficking rackets during the pandemic. India Today Anti Fake News War Room (AFWA) has found the claim to be false.|Jyoti Dwivedi India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/cover_image_4.jpeg?fT3fjzFfvuRP7biDgmOk4l.CI0FJNM7u&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-rumours-of-organ-trade-under-the-garb-of-covid-19-go-viral-1703651-2020-07-23|1
102|Fact Check: Old hoaxes about WhatsApp malware go viral again|"A viral post on Facebook post says WhatsApp is releasing a video called ""Martinelli"" which when opened will hack one's phone. India Today Anti Fake News War Room (AFWA) has found the claim to be misleading."|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/cover_pic_3.jpeg?pcQCZLWJ5uQ2JjgDkKNu_GJYMspi83ER&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-old-hoaxes-about-whatsapp-malware-go-viral-again-1703294-2020-07-22|1
103|Fact Check: Aerial shot of huge region submerged in floodwater is not from Bihar|An aerial shot of a huge region submerged in floodwater is being circulated on social media with the claim that it is from Bihar.|Jyoti Dwivedi India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/thumbnail_cover_image.jpeg?yH7GW4W5abjKXbryQIyqlTdOtGoJK.4i&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-aerial-shot-of-huge-region-submerged-in-floodwater-is-not-from-bihar-1702995-2020-07-21|0
104|Fact Check: Little girl killed in Sri Lanka Easter bombings linked to Covid-19|A heart-wrenching image of some people grieving around the body of a little girl is circulating on social media with the claim that the girl had died of Covid-19.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/dead_1_1_0_0_0.jpeg?9wM9.k5QsVhipxxh1ZAwFPSGnTaYiASF&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-little-girl-killed-in-sri-lanka-easter-bombings-linked-to-covid-19-1702973-2020-07-21|1
105| Fact Check: Is this Antarctica as seen from space? Not really|"Recently, scientists have warned of the rapid melting of Antarctica's Thwaites glacier - also known as ""Doomsday glacier"" for its collapse could submerge many coastal cities worldwide. Amid this, a purported view of Antarctica from space is being widely shared on social media."|Jyoti Dwivedi India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/pic_1_1_.png?ZbI0mbrF1uWRCyz6Lys4QAPkypgFC0Ce&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-is-this-antarctica-as-seen-from-space-not-really-1702651-2020-07-20|1
106|Fact Check: Russian rocket crash passed off as India's failed missile test|A video of a rocket exploding mid-air within seconds of its launch has been going viral on social media with the claim that this is how an Indian missile test failed. The post goes on to take a dig at India, saying how can such an army fight against Nepal. Is the claim true?|Arjun Deodia India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/thumbnail_Cover_photo_1_0.png?C51HOMHad5xJERTZVeI.KlZLV9ADW.Ik&size=770:433|https://www.indiatoday.in//fact-check/story/russian-rocket-crash-passed-off-as-india-s-failed-missile-test-1702646-2020-07-20|1
107| Fact Check: Unrelated images passed off as visuals from the horrific Assam floods|More than 70 lakh people have been affected due to the devastating floods in Assam that have inundated 24 out of the state's 33 districts. Thousands have been rendered homeless and over 80 people have lost their lives, and coupled with the Covid-19 pandemic, Assam is staring at a humanitarian crisis.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/cover_pic_2.jpeg?ggvHn3uyEp0fKKSfnDwdCOfrbBQBbPar&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-unrelated-images-passed-off-as-visuals-from-the-horrific-assam-floods-1702620-2020-07-20|0
108| Fact Check: Gujarat’s Rani ki Vav shared as palace built by Chola emperor for wife|An image of a richly sculpted underground structure is viral on social media with the claim that it was a grand palace built by Chola emperor Rajaraja I for his wife in Gujarat's Patan village. The claim also says that the palace has a 9 km-long subway under it.|Fact Check Bureau India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/image_1_1_0.png?gTu_rb5XMb44DQr01VZHsQwo4ryCaF6M&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-gujarat-s-rani-ki-vav-shared-as-palace-built-by-chola-emperor-for-wife-1702600-2020-07-20|1
109|Fact Check: Video of packed crowds in a hospital is not from Bengaluru|Video reportedly from Bengaluru’s Victoria Hospital shows a huge crowd of patients in a small space outside an OPD. AFWA finds the truth behind the viral video.|Arjun Deodia India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/thumbnail_Cover_photo_0.png?U_hhdliWtB5kpOrmiCPgblfzWO220hO_&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-video-of-packed-crowds-in-a-hospital-is-not-from-bengaluru-1702290-2020-07-19|1
110|Fact Check: Misleading claims about this boy rescuing a baby deer flood social media|A series of images of a young boy trying to rescue a baby deer from the raging floodwaters is circulating on social media with the claim that they are from Assam.|Fact Check Bureau India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/pjimage_2.jpeg?xEa.JbaSIemyupJCk9VigYmcktgN99F0&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-misleading-claims-about-this-boy-rescuing-a-baby-deer-flood-social-media-1702281-2020-07-19|0
111|Fact Check: Tata’s concept sedan drives misleading claims on social media|A viral post on social media claims that Tata Motors has come up with a new electric car called EVision, which can run up to 1,000 kms on being charged once and the battery has a 10-year warranty.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/image_1.jpeg?8BCDampKl4hUnHCp6csUdjkLbC4ot_Aq&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-tata-s-concept-sedan-drives-misleading-claims-on-social-media-1702251-2020-07-19|1
112|Fact Check: This bus accident involving Amarnath yatris is three years old|A post going viral on social media claims that 16 Amarnath pilgrims were killed after their bus fell into a ravine in Kashmir. India Today's AFWA probes the truth.|Arjun Deodia India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/Fact_Check_This_bus_accident_i_0.png?B5VGGawpZPJVr9pZF96gEnzS8YhGbmec&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-this-bus-accident-involving-amarnath-yatris-is-three-years-old-1702028-2020-07-18|0
113|Fact Check: Image of deceased man falsely linked to Covid-19 and Bihar BJP minister|A post on social media is going viral with the claim that Covid-19 patient died outside a medical shop in Siwan -- the constituency of Bihar health minister Mangal Pandey.|Fact Check Bureau India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/image_0.jpeg?yr91oiWEza2yJ1ZYM4_ERSIKnNe2i_is&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-image-of-deceased-man-falsely-linked-to-covid-19-and-bihar-bjp-minister-1702020-2020-07-18|1
114|Fact Check: Murder caught on cam goes viral with communal spin|A gruesome video from Delhi showing a man being stabbed to death on a busy road has gone viral with the claim that three Muslim men stabbed a minor Hindu boy to death.|Arjun Deodia India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/cover_pic_1.jpeg?aCpeSq9YAm_QL8HPdTzLcsemc91NVWUL&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-murder-caught-on-cam-goes-viral-with-communal-spin-1702007-2020-07-18|1
115|Fact Check: Google, Apple and the Palestine dilemma|Social media users shared claims that American tech giants Google and Apple have removed Palestine from their map services.|Fact Check Bureau India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/palestine_reuters.png?FvCrY8Sdl.sBBOFrw2dNSNDMJ4WFoy2l&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-google-apple-and-the-palestine-dilemma-1701913-2020-07-18|1
116|Fact Check: The topper who walked out from a tale of twisted truth|A motivating post is doing the rounds on social media showing a photo of a young boy who appears to be a cobbler, along with a copy of a marksheet of one Sanjoy Rabidas from West Bengal.  |Arjun Deodia India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/FC_JULY_17.jpeg?ZRfizVt9QH1HfOZ0grds6gfCb8VMNJXc&size=770:433|https://www.indiatoday.in//fact-check/story/the-topper-who-walked-out-from-a-tale-of-twisted-truth-1701752-2020-07-18|0
117|Fact Check: Has Union govt revoked the power of police to grant bail?|Social media is agog with claims that the authority of the police to grant bail to an accused person without taking him or her to a magistrate, under Section 41 (A) of the Code of Criminal Procedure (CrPC), has been revoked. The claims say it is a move to beat corruption in policing.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/police_rep_0.jpeg?ymkFk9QLwkwzMmq9flA54sU1OHA1e3M8&size=770:433|https://www.indiatoday.in//fact-check/story/has-union-govt-revoked-the-power-of-police-to-grant-bail-1701667-2020-07-17|1
118|Fact Check: Distressing image of waterlogged hospital goes viral with misleading claim|Bihar is currently dealing with the twin crises of Covid-19 and floods. The state went under a 16-day lockdown from today to arrest the spike in coronavirus cases - the same time over a dozen districts have been affected by floodwaters.|Jyoti Dwivedi India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/Rainsfactcheck_0.jpeg?Hut3ocfrdk0yckbak52A9Wlt.yXOufZJ&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-distressing-image-of-waterlogged-hospital-goes-viral-with-misleading-claim-1701316-2020-07-16|0
119|Fact Check: Social media claims Kerala gold smuggling accused Swapna Suresh is a Muslim|The sensational gold smuggling case in Kerala, involving former consulate employees, has heated up politics in the state.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/cover_image_3.jpeg?rRDfrF5PNwPQ3HQsPT3AZ362JaImsaQ.&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-social-media-claims-kerala-gold-smuggling-accused-swapna-suresh-is-a-muslim-1701309-2020-07-16|1
120|Fact Check: Hold your beer! She's not Julia Roberts's daughter but a doppelganger|"A video of a young girl singing ""The Girl From Ipanema"", the Brazilian jazz smash hit from the 1960s, is quite viral on social media with claims that she is the daughter of Hollywood actor Julia Roberts. India Today Anti Fake News War Room (AFWA) has found that the girl in the viral music video is not the daughter of Julia Roberts, but a lookalike."|Jyoti Dwivedi India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/1_1200x675_0.jpeg?7y4r2gFk7Nw3fbvVQsJUSvRoOQ2cR5z1&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-hold-your-beer-she-not-julia-roberts-daughter-doppelganger-1701131-2020-07-16|1
121|Fact Check: It's too early to predict a bubonic plague epidemic|Even as the world battles the deadly Covid-19, reports of bubonic plague cases from Mongolia and China have netizens on the edge.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/china_hospital_reuters-770x433_0.jpeg?Prdu2rkv6ZaIF37209mBolN04ft_Q4h9&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-it-s-too-early-to-predict-a-bubonic-plague-epidemic-1701016-2020-07-15|1
122|Fact Check: Owaisi never denied the existence of coronavirus|Did Asaduddin Owaisi ever say that coronavirus does not exist and the government is fooling people? India Today Anti Fake News War Room finds out the truth behind the viral claim.|Jyoti Dwivedi India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/thumbnail_cover_image__1_.jpeg?1JW2YUqhZ3IK4ZZa78HIELOrsn7RF06r&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-owaisi-never-denied-the-existence-of-coronavirus-1700951-2020-07-15|1
123|Fact check: This disturbing viral video of animal cruelty is not of COVID-19 vaccine test|A disturbing video purportedly showing animal cruelty circulating on social media claims this is how monkeys are being tortured in laboratories to test the COVID-19 vaccine. Is the claim true?|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/monkey_cover.png?Ft6T1vwV8mdbsSvc7M4cIYvO38DxLB2U&size=770:433|https://www.indiatoday.in//fact-check/story/this-disturbing-viral-video-of-animal-cruelly-is-not-of-covid19-vaccine-test-1700605-2020-07-14|1
124|Fact Check: Covid parties may be happening, but this is something else!|An image of a group of youths drinking from a sangria bucket is circulating on social media with the claim that this how Covid parties are being held in Alabama.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/thumbnail_Image_1_0.png?nORfntSHVVRNcHLJbGbJqnk2AfDjGQTE&size=770:433|https://www.indiatoday.in//fact-check/story/covid-parties-may-be-happening-but-this-is-something-else-1700601-2020-07-14|0
125|Fact Check: Video of man being thrashed goes viral with communal spin|A viral video on social media shows two men thrashing another brutally with sticks, while a burqa-clad woman is trying to save the victim. Netizens are using the video to criticise “Hindutva” and the “fascist Indian government”.|Arjun Deodia India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/cover_image__1_.jpeg?BAQp2P_YhlTEoPkzTamHs_ququOj8OUw&size=770:433|https://www.indiatoday.in//fact-check/story/deo-of-man-being-thrashed-goes-viral-with-communal-spin-1700492-2020-07-14|1
126|Fact Check: Image of gold smuggling accused at wedding of Kerala CM's daughter is morphed|The viral picture shows Swapna posing for a group photo alongside the newly wedded couple, CM Vijayan, his wife Kamala, and industries and sports minister EP Jayarajan.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/pic_3.jpeg?ODk8lxcmzt57zuntDw4fbPHb1Smq.Rkd&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-image-of-gold-smuggling-accused-at-wedding-of-kerala-cm-s-daughter-is-morphed-1700235-2020-07-13|1
127|Fact Check: Do not pin your hopes on that 'successful' Russian vaccine|On Monday evening, news portals and social media were suddenly flooded by the news that a Russian medical university has completed the trial of the world's first Covid vaccine. People were elated and perplexed at the same time as the news broke. So is the wait really over for an effective Covid-19 vaccine?|Balkrishna India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/vaccine_reuters.jpeg?kucQldfysE5zuf0XbUkvziAs.p1U7dZY&size=770:433|https://www.indiatoday.in//fact-check/story/do-not-pin-your-hopes-on-that-successful-russian-vaccine-1700228-2020-07-13|0
128|Fact Check: Kerala didn’t bring in new law saying temples can be controlled by non-Hindus|A viral post on social media claims that the Kerala government has brought in a new law under which temples can be controlled by Muslims or Christians.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/PTI14-06-2020_000142B.jpeg?mquS.TzFR.fFeRUqUXWfpT8mNKdsG5Do&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-kerala-didn-t-bring-in-new-law-saying-temples-can-be-controlled-by-non-hindus-1700188-2020-07-13|1
129|Fact Check: Chopper at Jordan underwater museum shared as IAF Apache below Pangong Tso|Though India did deploy Apache choppers in Ladakh in light of recent tensions with China, but they are not underwater.|Jyoti Dwivedi India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/cover_pic_0.jpeg?yq5W_bfSIMZjluwyAtf06fcnNsY_PEyq&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-chopper-at-jordan-underwater-museum-shared-as-iaf-apache-below-pangong-tso-1700155-2020-07-13|1
130|Fact Check: Mystery behind strange sounds coming from a mountain in China|In a video going viral on social media, mysterious sounds were heard from a mountain in China’s Guizhou province and that it was a dragon growling.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/Annotation_2020-07-12_194258.jpeg?edTVBC.J_WvWQnKtHSSNaOE_eaL9z7Oa&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-mystery-behind-strange-sounds-coming-from-a-mountain-in-china-1699808-2020-07-12|1
131|Fact Check: Did Kerala gold smuggling case accused threaten to expose ministers?|National Investigation Agency (NIA) took Swapna and another accused into custody from Bengaluru for allegedly trying to smuggle in 30 kg gold worth Rs 15 crore through diplomatic channels in Kerala.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/gold_0.jpeg?pIgyW1EHhswxCusVIFbUVFvPF2j5OKDD&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-did-kerala-gold-smuggling-case-accused-threaten-to-expose-ministers-1699707-2020-07-12|1
132|Fact Check: Did Bipin Rawat seek Army chief’s dismissal over Ladakh crisis?|A fake letter going viral on social media claims that Chief of Defence Staff General Bipin Rawat asked Defence Minister Rajnath Singh to dismiss Army chief General MM Naravane.|Jyoti Dwivedi India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/PTI01-05-2020_000275A.jpeg?E0LFEmmnAxqxukj6ILBJbp6XXCQ957Tf&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-did-bipin-rawat-seek-army-chief-s-dismissal-over-ladakh-crisis-1699563-2020-07-11|1
133|Fact Check: Video of sword-wielding men slashing youth goes viral with communal spin|A video is going viral on social media with the claim that a group of Muslim youth attacked a Hindu boy named Sanjay Mishra in Nalasopara near Mumbai after his friend got involved in an argument with some locals.|Vidya  India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/pjimage_0.jpeg?t3uUkRIEl6U41ebgW.oi3w6D_vu7Qdvi&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-video-of-sword-wielding-men-slashing-youth-goes-viral-with-communal-spin-1699510-2020-07-11|0
134|Fact Check: Why Atal Bihari Vajpayee arrived in Parliament on bullock cart|A picture of late former Prime Minister Atal Bihari Vajpayee on a bullock cart is viral on social media with the claim that he had arrived at the Parliament to protest against the introduction of computers. India Today Anti Fake News War Room (AFWA) has found that the picture was taken more than a decade before Rajiv Gandhi became Prime Minister.|Jyoti Dwivedi India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/cover_pic_1__0.jpeg?Fn8iVGSgQhzK0axE3ydTzJx8gNoBtWDY&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-why-atal-bihari-vajpayee-arrived-parliament-bullock-cart-1699474-2020-07-11|1
135|Fact Check: Did Pakistan govt ban Mahashivratri celebrations?|Taking advantage of the ongoing tensions between religious communities in Pakistan, a post regarding the ban of Mahashivratri celebrations in Karachi is going viral on social media.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/651023-maha-shivratri-reuters-.jpeg?sUbzQcS4d.F4QFfgbDZagxtF11ci.W3B&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-did-pakistan-govt-ban-mahashivratri-celebrations-1699289-2020-07-10|1
136|Fact Check: These are not Kashmiri girls involved in a sex racket in Kulgam|The viral claim says that police caught these Kashmiri girls from Kulgam area of Jammu and Kashmir for running a sex racket.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/sex_racket.png?yItRDCpJfEqdep.QAKq_M3.Vmp1ZX2_b&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-these-are-not-kashmiri-girls-involved-in-a-sex-racket-in-kulgam-1699256-2020-07-10|1
137|Fact Check: Man kneeling in front of Yogi Adityanath is not Vikas Dubey |An image of a man touching Uttar Pradesh Chief Minister Yogi Adityanath's feet has gone viral on Facebook with the claim that it is an old photo of don Vikas Dubey prostrating in front of the CM, who is also the head priest of Goraknath temple.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/Yogi_Vikas.png?gDhLVidUaL9SNanrtNFuNe1j80I1PM6D&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-man-kneeling-in-front-of-yogi-adityanath-is-not-vikas-dubey-1699236-2020-07-10|1
138|Fact Check: Truth behind ‘bodies of Covid-19 patients’ being thrown in the Ganges|Pictures showing bodies being thrown into the Ganges in Patna to hide the actual number of Covid deaths are going viral on social media.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/fact_check_patna_river_india_t.png?rwHGLjSufYt5vEOYI_Kz1rZxbJia.i2X&size=770:433|https://www.indiatoday.in//fact-check/story/face-check-pictures-show-bodies-of-coronavirus-patients-being-thrown-in-ganges-river-ganga-patna-viral-1698903-2020-07-10|0
139| Fact Check: Did Ivanka cite Bihar girl who cycled 1,200 kms to hit out at critics?|A viral post on social media attributes a quote to Ivanka Trump, wherein she gives the example of the Bihar girl, who cycled 1,200 km during lockdown carrying her injured father, to hit out at those criticising United States President Donald Trump over the Covid-19 crisis in the country.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/cover_image_1.jpeg?Jq6JPDCqSaSurttcfv5xR0OYmksPo.oC&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-did-ivanka-cite-bihar-girl-who-cycled-1-200-kms-to-hit-out-at-critics-1698878-2020-07-10|1
140|Fact Check: Truth behind video of Africans performing 'sawan somvar' puja|A video of some Africans singing bhajans and conducting Hindu rituals is going viral on social media with the claim that they are performing puja on the occasion of the first Monday of 'Sawan' month.|Jyoti Dwivedi India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/2_1.png?cmgeZZgbmYKFhg3llk5K5CHHTmhpDC4s&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-truth-behind-video-of-africans-performing-sawan-somvar-puja-1698851-2020-07-09|0
141|Fact Check: Did this model make it to Guinness for her dark skin tone?|"Several websites claimed that Guinness World Records recognised Nyakim Gatwech, an American model of South Sudanese descent, as the ""darkest skin ever seen on earth"|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/cover-pic.jpeg?bOFRG6lkry316lDNsVlfx17UCGqoH62R&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-did-this-model-make-it-to-guinness-for-her-dark-skin-tone-1698816-2020-07-09|1
142|Fact Check: Truth behind promotion of Muslim woman scientist in ISRO|A picture of Indian Space Research Organisation (ISRO) scientist and Aligarh Muslim University (AMU) alumna Khushboo Mirza is being circulated on social media with the claim that she has been promoted as director of the space agency. India Today Anti Fake News War Room (AFWA) has found the claim to be misleading.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/ISRooooodde_0.jpeg?9n55vbvQ4BNL7LyPNYOV0SgMnUHEXVmG&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-truth-behind-promotion-muslim-woman-scientist-isro-1698684-2020-07-09|0
143|Fact Check: Image of potholed road in Bihar used to take a dig at Rahul Gandhi|The picture is at least three years old and of NH-80 at Bhagalpur in Bihar.|Arjun Deodia India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/pot_0.jpeg?iure_ngjZyBrIgSOPBh.6HgWasJ3dja5&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-image-of-potholed-road-in-bihar-used-to-take-a-dig-at-rahul-gandhi-1698618-2020-07-09|1
144|Fact Check: Real story behind man chased by health workers in PPEs|A video of policemen and health workers in personal protective equipments trying to restrain a man and then chasing him when he breaks free has netizens in splits. Social media users claim the man is a Covid-19 patient who refused to be hospitalised; some others say the incident is from Telangana.|Dheeshma Puzhakkal India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/fcheck_0.jpeg?y3PCJwtExLfOfF3MzuHsoC4p.8R058SG&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-real-story-behind-man-chased-by-health-workers-in-ppes-1698488-2020-07-08|1
145|Fact Check: Fictitious story about woman police officer goes viral|A picture of a woman police officer is going viral on social media with the claim that she was appointed inspector in the same area where her father pulls a rickshaw.|Vidya  India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/pic-1.jpeg?azJUXT8l463CoL.58Bx0W5jcnr.U9XFj&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-fictitious-story-about-woman-police-officer-goes-viral-1698483-2020-07-08|1
146|Fact Check: Who's this man putting his foot on a Hindu idol?|A disturbing picture of a man putting his left foot on a Hindu idol is circulating on Facebook with the claim that his name is Mohammad Ansari.|Chayan Kundu India Today|https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/EXuo6eHVAAEdNHg.jpeg?JwysyOHgSX6WyYuHVaaI33rFlXEdDYfh&size=770:433|https://www.indiatoday.in//fact-check/story/fact-check-who-s-this-man-putting-his-foot-on-a-hindu-idol-1698462-2020-07-08|1
